ts_score,source,url_hash,accommodation_id,ville_label,code_postal,code_dept,in_scope_encadrement,surface_m2,loyer_eur_total,eur_per_m2,dpe_letter,ges_letter,meuble,commune_slug,plafond_applied_eur_m2,encadrement_violation,encadrement_excess_eur_m2,encadrement_excess_pct,dpe_violation,violation_type,violation_score,score_version
2026-06-10T05:52:47+00:00,locservice,d1cfb5dac34af41d,100361,Nantes (44000),44000,44,false,19,475,25.0,E,B,false,,,none,,,future_E_2034,none,0,0.2.0
2026-06-10T05:52:47+00:00,locservice,b5c7b5de7c706228,101102,Nantes (44000),44000,44,false,50,1090,21.8,D,D,false,,,none,,,none,none,0,0.2.0
2026-06-10T05:52:47+00:00,locservice,04658e88e182d6d6,101170,Nantes (44000),44000,44,false,27,505,18.7,C,C,false,,,none,,,none,none,0,0.2.0
2026-06-10T05:52:47+00:00,locservice,3f23d8e84a712673,101836,Rezé (44400),44400,44,false,28,420,15.0,C,C,true,,,none,,,none,none,0,0.2.0
2026-06-10T05:52:47+00:00,locservice,fbba6a7ace2280f2,102955,Toulouse (31000),31000,31,false,22,440,20.0,C,C,false,,,none,,,none,none,0,0.2.0
2026-06-10T05:52:47+00:00,locservice,97df961d3841221c,103895,Saint-Orens-de-Gameville (31650),31650,31,false,39,650,16.67,C,B,false,,,none,,,none,none,0,0.2.0
2026-06-10T05:52:47+00:00,locservice,4be16dfcf6f29e79,104690,Velaux (13880),13880,13,false,41,800,19.51,C,A,true,,,none,,,none,none,0,0.2.0
2026-06-10T05:52:47+00:00,locservice,c58a8e164e57f41b,105108,Nantes (44000),44000,44,false,28,525,18.75,C,C,false,,,none,,,none,none,0,0.2.0
2026-06-10T05:52:47+00:00,locservice,bc7208990b170ccc,105377,Collonges-au-Mont-d&#039;Or (69660),69660,69,false,45,830,18.44,B,B,true,,,none,,,none,none,0,0.2.0
2026-06-10T05:52:47+00:00,locservice,944e9e5e3c7cf1e5,105378,Lyon 09 (69009),69009,69,true,45,730,16.22,A,A,false,lyon,20.2,none,0.0,0.0,none,none,0,0.2.0
2026-06-10T05:52:47+00:00,locservice,8a45933e16c1e9a6,106619,Paris 16 (75016),75016,75,true,20,950,47.5,D,D,true,paris,40.0,clear,7.5,18.8,none,encadrement,2,0.2.0
2026-06-10T05:52:47+00:00,locservice,68ea9d16b43009bc,106985,Paris 17 (75017),75017,75,true,32,1150,35.94,D,D,false,paris,40.0,none,0.0,0.0,none,none,0,0.2.0
2026-06-10T05:52:47+00:00,locservice,c68873890025c016,107237,Pessac (33600),33600,33,false,22,535,24.32,E,C,false,,,none,,,future_E_2034,none,0,0.2.0
2026-06-10T05:52:47+00:00,locservice,fb0ee497c4534000,109095,Toulouse (31000),31000,31,false,30,640,21.33,D,A,true,,,none,,,none,none,0,0.2.0
2026-06-10T05:52:47+00:00,locservice,7f8fb91a30a8285f,110489,Nantes (44000),44000,44,false,70,1295,18.5,B,B,false,,,none,,,none,none,0,0.2.0
2026-06-10T05:52:47+00:00,locservice,f43d4a2e82160075,117334,Nantes (44000),44000,44,false,14,345,24.64,B,B,true,,,none,,,none,none,0,0.2.0
2026-06-10T05:52:47+00:00,locservice,512089adbdc0429a,120486,Paris 17 (75017),75017,75,true,30,1254,41.8,E,B,true,paris,40.0,presumed,1.8,4.5,future_E_2034,encadrement,1,0.2.0
2026-06-10T05:52:47+00:00,locservice,21acb7f8e23127d4,129163,Nantes (44000),44000,44,false,24,525,21.88,C,A,false,,,none,,,none,none,0,0.2.0
2026-06-10T05:52:47+00:00,locservice,cab83343c179b319,1298103,Rognonas (13870),13870,13,false,90,1130,12.56,D,B,false,,,none,,,none,none,0,0.2.0
2026-06-10T05:52:47+00:00,locservice,623bdfc75f447696,130230,Marcq-en-Barœul (59700),59700,59,false,73,1250,17.12,D,D,true,,,none,,,none,none,0,0.2.0
2026-06-10T05:52:47+00:00,locservice,0cacff9deaaa756a,132772,Toulouse (31000),31000,31,false,59,990,16.78,B,D,true,,,none,,,none,none,0,0.2.0
2026-06-10T05:52:47+00:00,locservice,e203cb1a43bd7413,139000,Saint-Herblain (44800),44800,44,false,17,380,22.35,C,C,true,,,none,,,none,none,0,0.2.0
2026-06-10T05:52:47+00:00,locservice,19957109caf5246a,144855,Tourcoing (59200),59200,59,false,20,350,17.5,E,E,true,,,none,,,future_E_2034,none,0,0.2.0
2026-06-10T05:52:47+00:00,locservice,5641e97f4e068d63,145637,Nantes (44000),44000,44,false,52,785,15.1,E,E,true,,,none,,,future_E_2034,none,0,0.2.0
2026-06-10T05:52:47+00:00,locservice,34a863de4d4330d2,145969,Paris 14 (75014),75014,75,true,65,1870,28.77,D,D,false,paris,40.0,none,0.0,0.0,none,none,0,0.2.0
2026-06-10T05:52:47+00:00,locservice,ba728bfa73045f7b,148216,Lyon 06 (69006),69006,69,true,15,520,34.67,D,D,true,lyon,20.2,clear,14.47,71.6,none,encadrement,2,0.2.0
2026-06-10T05:52:47+00:00,locservice,db7e5563b7ba0dad,1513468,Paris 09 (75009),75009,75,true,45,2050,45.56,D,D,true,paris,40.0,clear,5.56,13.9,none,encadrement,2,0.2.0
