ts_score,source,url_hash,accommodation_id,ville_label,code_postal,code_dept,in_scope_encadrement,surface_m2,loyer_eur_total,eur_per_m2,dpe_letter,ges_letter,meuble,commune_slug,plafond_applied_eur_m2,encadrement_violation,encadrement_excess_eur_m2,encadrement_excess_pct,dpe_violation,violation_type,violation_score,score_version
2026-06-11T05:52:40+00:00,locservice,d1cfb5dac34af41d,100361,Nantes (44000),44000,44,false,19,475,25.0,E,B,false,,,none,,,future_E_2034,none,0,0.2.0
2026-06-11T05:52:40+00:00,locservice,fceb86b85e818bf2,100824,Paris 17 (75017),75017,75,true,21,900,42.86,D,C,true,paris,40.0,presumed,2.86,7.1,none,encadrement,1,0.2.0
2026-06-11T05:52:40+00:00,locservice,b5c7b5de7c706228,101102,Nantes (44000),44000,44,false,50,1090,21.8,D,D,false,,,none,,,none,none,0,0.2.0
2026-06-11T05:52:40+00:00,locservice,04658e88e182d6d6,101170,Nantes (44000),44000,44,false,27,505,18.7,C,C,false,,,none,,,none,none,0,0.2.0
2026-06-11T05:52:40+00:00,locservice,3f23d8e84a712673,101836,Rezé (44400),44400,44,false,28,400,14.29,C,C,true,,,none,,,none,none,0,0.2.0
2026-06-11T05:52:40+00:00,locservice,fbba6a7ace2280f2,102955,Toulouse (31000),31000,31,false,22,440,20.0,C,C,false,,,none,,,none,none,0,0.2.0
2026-06-11T05:52:40+00:00,locservice,4be16dfcf6f29e79,104690,Velaux (13880),13880,13,false,41,800,19.51,C,A,true,,,none,,,none,none,0,0.2.0
2026-06-11T05:52:40+00:00,locservice,c58a8e164e57f41b,105108,Nantes (44000),44000,44,false,28,525,18.75,C,C,false,,,none,,,none,none,0,0.2.0
2026-06-11T05:52:40+00:00,locservice,bc7208990b170ccc,105377,Collonges-au-Mont-d&#039;Or (69660),69660,69,false,45,830,18.44,B,B,true,,,none,,,none,none,0,0.2.0
2026-06-11T05:52:40+00:00,locservice,944e9e5e3c7cf1e5,105378,Lyon 09 (69009),69009,69,true,45,730,16.22,A,A,false,lyon,20.2,none,0.0,0.0,none,none,0,0.2.0
2026-06-11T05:52:40+00:00,locservice,8a45933e16c1e9a6,106619,Paris 16 (75016),75016,75,true,20,950,47.5,D,D,true,paris,40.0,clear,7.5,18.8,none,encadrement,2,0.2.0
2026-06-11T05:52:40+00:00,locservice,68ea9d16b43009bc,106985,Paris 17 (75017),75017,75,true,32,1150,35.94,D,D,false,paris,40.0,none,0.0,0.0,none,none,0,0.2.0
2026-06-11T05:52:40+00:00,locservice,c68873890025c016,107237,Pessac (33600),33600,33,false,22,535,24.32,E,C,false,,,none,,,future_E_2034,none,0,0.2.0
2026-06-11T05:52:40+00:00,locservice,fb0ee497c4534000,109095,Toulouse (31000),31000,31,false,30,640,21.33,D,A,true,,,none,,,none,none,0,0.2.0
2026-06-11T05:52:40+00:00,locservice,7f8fb91a30a8285f,110489,Nantes (44000),44000,44,false,70,1295,18.5,B,B,false,,,none,,,none,none,0,0.2.0
2026-06-11T05:52:40+00:00,locservice,2b4b12da4b46d908,1165060,Paris 01 (75001),75001,75,true,13,850,65.38,C,D,true,paris,40.0,clear,25.38,63.4,none,encadrement,2,0.2.0
2026-06-11T05:52:40+00:00,locservice,f43d4a2e82160075,117334,Nantes (44000),44000,44,false,14,345,24.64,B,B,true,,,none,,,none,none,0,0.2.0
2026-06-11T05:52:40+00:00,locservice,512089adbdc0429a,120486,Paris 17 (75017),75017,75,true,30,1254,41.8,E,B,true,paris,40.0,presumed,1.8,4.5,future_E_2034,encadrement,1,0.2.0
2026-06-11T05:52:40+00:00,locservice,5b774f52d35923a7,126544,Cassis (13260),13260,13,false,35,1050,30.0,D,B,true,,,none,,,none,none,0,0.2.0
